clientid,income,age,loan
1855.0,54957.449673675,59.506367242895095,6976.4632747324
112.0,41631.6662961617,53.0476547656581,106.09074717935
1630.0,42775.5255065858,39.227083160542,6145.98775686718
844.0,37598.3850844204,54.663929305970704,3641.8084108437
818.0,37087.268759496495,57.5763008045033,6391.153194203221
1003.0,63166.99495539071,56.5100399320945,4058.78953380435
1522.0,49240.762500558,53.2545798174106,8004.35984024104
1136.0,30451.6361607239,42.1971366778016,475.42059173565497
814.0,32834.6467390656,60.5802186657675,4184.57820320039
1315.0,20904.5554790646,41.0178787028417,2606.0237760494
1079.0,57914.7310741246,50.611599714960896,6715.85790769023
919.0,23973.6875914969,55.2882977472618,95.46072237503591
1820.0,57240.7569433562,41.571390764322096,313.627941832336
611.0,24294.6768924594,22.2630956131034,4360.05300945404
1572.0,40716.1908852868,25.805651593022,2389.7007594319502
442.0,60929.172351025,60.0587776736356,11146.0744599728
924.0,49369.7041459382,51.373417267110206,109.379622752269
784.0,36029.301576782,52.6406244202517,2928.10043864962
1328.0,44047.6665552706,27.313371989876,2096.9175014220605
1601.0,38157.029675785496,51.528140125330495,5628.01200410865
810.0,37145.5730567686,53.19827894447371,1510.73550672394
324.0,26581.6145273857,61.9533737506717,5090.39277440685
1947.0,30047.8194071911,51.077324590180105,5768.742734990649
1101.0,60063.693094998605,59.1146443360485,6766.29418079942
198.0,35045.1314053498,28.6532836551778,2382.46677216556
845.0,61323.0009027757,60.1660164748318,8699.94668231535
1115.0,37887.5493933447,24.4157260977663,5061.77783089573
912.0,23087.3014009558,37.6196372602135,423.418399504824
993.0,63114.49698871,48.3510828255676,11890.7571906353
332.0,24698.6693050712,48.9125574673526,2427.65078779499
1199.0,24951.257491484303,62.0411404804327,2544.35600305062
1059.0,53298.496145289406,56.9097073297016,2106.70979061764
986.0,31763.3691988885,35.602517284918605,3489.40412162135
1173.0,64392.5122148357,37.802182244136894,4513.24371213783
1343.0,39545.9595881402,43.7008667183109,5787.6580446965
1039.0,60264.9406460114,54.7213634261861,2241.3881435993103
1991.0,34237.5754192472,34.1016539284028,2658.0906316048604
1098.0,22228.3452912234,33.359457094688004,2187.21333714559
1561.0,66981.4129988663,27.4809546503238,6678.56280037054
829.0,68100.73561966419,47.7529402710497,8124.598979910799
870.0,65000.8196174167,21.699699527584,1114.91482428033
1417.0,20595.934584271203,45.4752244236879,1330.06763791175
185.0,61167.774819769,20.5836314358748,10396.6181477631
1341.0,40081.4205571078,43.1167432819493,770.7775495685299
1852.0,40522.8282837197,63.8871408342384,7720.7804890635
83.0,36801.9071803428,43.0279434239492,5406.34492649729
409.0,26680.1458364353,47.7617399827577,1671.18492391845
651.0,20346.4690526016,35.7160736531951,656.03318788707
55.0,24912.8426820971,49.3663711971603,267.696298601759
